분류|대출건수합계|평균대출건수
610.925|13|6.5
610.906|13|13.0
610.2|13|13.0
574.45|13|6.5
574.09|13|13.0
232.018|13|13.0
473.6|13|13.0
377.6|13|6.5
320.015|13|13.0
527.32|13|13.0
512.46|13|6.5
512.2|13|13.0
329.91|13|4.33
513.44|13|6.5
513.3564|13|13.0
231.431|13|13.0
862.9609|13|13.0
859.38|13|13.0
232.1|13|6.5
375.1073|13|13.0
698.9|13|4.33
700.1|13|3.25
622.3|13|13.0
619.503|13|13.0
529.36|13|6.5
527.8|13|4.33
513.821|13|13.0
914.2|13|13.0
320.02|13|13.0
983.16|13|13.0
103.0|13|6.5
375.419|13|6.5
632.9|13|6.5
631.2299|13|13.0
231.31|13|3.25
231.0911|13|4.33
151.4|13|3.25
530.804|13|13.0
922.07|13|6.5
530.436|13|13.0
380.02|13|6.5
511.472|13|3.25
186.504|13|13.0
802.31|13|13.0
916.5|13|6.5
204.21|13|6.5
981.27|13|13.0
219.1199|13|13.0
535.021|13|13.0
515.44|13|13.0
639.509268|13|13.0
563.756077|13|13.0
569.91|13|2.6
326|13|3.25
570.1|13|6.5
714.5|13|4.33
375.45|13|1.86
681.3021|13|13.0
918.4|13|6.5
537.61|13|13.0
518.3|13|6.5
234.09|13|13.0
510.9128|13|13.0
321.329034|13|13.0
340.915|13|6.5
477.987|13|13.0
375.4077|13|13.0
717.5|13|4.33
567.4303|13|13.0
558.9092|13|6.5
559.3154|13|6.5
390.91|13|2.6
510.10912|13|6.5
811.809|13|2.6
368.132|13|13.0
810.4|13|1.62
195.953|13|6.5
199.04|13|13.0
499.734|13|13.0
521.8|13|13.0
539.908|13|4.33
324.13|13|13.0
911.88|13|6.5
542.6|13|13.0
547.8|13|13.0
549.72|13|13.0
981.19802|13|3.25
742.04|13|6.5
756.0|13|13.0
653.2571|13|13.0
327.5077|13|13.0
70.04|13|13.0
486|13|2.17
481.909|13|3.25
481.526|13|6.5
397.092|13|6.5
563.94|13|6.5
802.0664|13|6.5
561.11|13|4.33
542.86|13|13.0
323.8|13|2.17
210.042|13|13.0
391.3|13|3.25
814.708|13|2.17
334.18|13|4.33
361.752|13|13.0
813.099|13|4.33
497.6|13|4.33
892.65|13|6.5
377.19|13|13.0
344.4|13|6.5
981.195|13|2.17
981.18602|13|4.33
220.915|13|13.0
981.182|13|4.33
559.6968|13|4.33
530.966|13|6.5
661.7|13|6.5
340.93|13|2.6
983.9302|13|13.0
70.436|13|13.0
70.23|13|13.0
540.0911199|13|4.33
929.68|13|13.0
236.9|13|6.5
859.7099|13|13.0
324.818|13|13.0
543.952|13|6.5
542.86|13|13.0
523.22|13|4.33
226.9147|13|13.0
839.409|13|13.0
342.8|13|3.25
350.2104|13|1.3
658.02|13|13.0
559.40911|13|4.33
559.3944|13|6.5
325.541|13|13.0
811.209|13|2.17
325.341|13|13.0
530.261|13|6.5
530.26|13|13.0
349.099|13|3.25
930.5|13|13.0
351.1219|13|13.0
224.82|13|6.5
392.192994|13|13.0
392.13|13|6.5
492.025|13|6.5
492|13|1.3
491.99|13|13.0
365.73|13|13.0
671.809|13|13.0
528.91|13|13.0
327.981|13|13.0
670.91|13|3.25
670.9043|13|13.0
546.3|13|13.0
555.2|13|6.5
831.0|13|4.33
835.0|13|13.0
834.6|13|6.5
558.6099|13|6.5
558.325|13|13.0
998.37|13|6.5
998.23|13|3.25
617.7|13|13.0
596.034|13|13.0
325.504|13|13.0
340.027|13|3.25
309.162|13|4.33
309.11222|13|6.5
284|13|4.33
288|13|13.0
421.54|13|13.0
5.07|13|6.5
429.04|12|6.0
992.6|12|3.0
4.74|12|12.0
5.116|12|12.0
340.5|12|4.0
5.8|12|12.0
294|12|12.0
325.077|12|12.0
301.42|12|12.0
309.1194|12|3.0
250|12|1.71
986.5502|12|12.0
600.3|12|12.0
346.13|12|4.0
660.9|12|3.0
594.5244|12|12.0
598.1604|12|2.0
610.91199|12|12.0
598.10911|12|12.0
421.11|12|12.0
718.99|12|1.71
514.215|12|1.5
069.0912|12|6.0
396.9|12|12.0
022.4|12|6.0
517.0732|12|4.0
309.29|12|12.0
309.18|12|12.0
559.678|12|12.0
556.77209|12|12.0
814.6209|12|12.0
814.609|12|1.5
821.2|12|6.0
929.92|12|12.0
321.65|12|12.0
491.6|12|6.0
320.9493|12|12.0
225.827|12|3.0
912.1|12|12.0
321.533|12|6.0
912.057|12|4.0
321.92|12|12.0
549.86|12|12.0
365.66|12|12.0
668.93|12|12.0
539.915|12|4.0
235.6099|12|6.0
235.82|12|3.0
543.077|12|6.0
328.45|12|1.71
675.209|12|12.0
526.0|12|6.0
673.207|12|12.0
328.1077|12|6.0
27.3|12|12.0
346.24|12|12.0
823.409|12|3.0
540.092048|12|12.0
540.01|12|12.0
559.6782|12|12.0
557.0|12|6.0
983.802|12|12.0
484.1|12|1.0
800.09|12|1.71
793.0|12|12.0
802.044|12|12.0
327.586|12|12.0
327.56|12|12.0
911.79|12|6.0
539.41|12|12.0
359.116|12|1.33
362.115|12|12.0
812.63|12|6.0
324.473|12|12.0
811.109|12|2.0
559.71|12|6.0
351.3|12|4.0
351.231|12|12.0
325.75|12|4.0
558.935|12|12.0
559.4202|12|6.0
367.0942|12|12.0
810.98|12|1.33
539.915|12|1.33
378.1077|12|12.0
211.6|12|6.0
566.54|12|12.0
767.4|12|12.0
789.0|12|6.0
653.234|12|12.0
653.231|12|12.0
653.226|12|12.0
569.98076|12|12.0
569.921|12|4.0
569.404|12|6.0
516.545|12|12.0
680.929|12|6.0
912.226|12|12.0
913.99|12|12.0
191.4|12|6.0
679.89|12|12.0
195.4|12|6.0
194.1|12|12.0
510.913|12|12.0
565.69|12|12.0
338.631|12|6.0
340.23|12|6.0
334.23099|12|12.0
925.71|12|12.0
931.1|12|12.0
529.38|12|3.0
942.072|12|4.0
182.6912|12|3.0
182.6711|12|12.0
802.66|12|6.0
374.4|12|1.71
916.1|12|12.0
981.32502|12|3.0
559.412|12|6.0
559.4092|12|12.0
367.43109|12|12.0
569.81|12|12.0
375.163|12|12.0
569.98604|12|6.0
710.2|12|3.0
710.1|12|3.0
325.907|12|12.0
567.86|12|12.0
367.7|12|2.4
327.06|12|6.0
231.7|12|4.0
231.69|12|4.0
140.0|12|4.0
180.2|12|12.0
511.5099|12|12.0
511.481|12|12.0
180.73|12|12.0
531.172|12|12.0
920.41|12|6.0
530.7|12|4.0
698.0911|12|12.0
569.31|12|6.0
629.24|12|1.71
326.774|12|6.0
513.73|12|12.0
527.64|12|4.0
513.6|12|12.0
513.8534|12|12.0
513.853|12|6.0
687.731|12|3.0
513.99436|12|12.0
981.1165|12|12.0
310.4|12|12.0
375.432|12|4.0
699.1099|12|4.0
572.88|12|6.0
692.04|12|2.4
574.8056|12|6.0
584.91|12|12.0
609.911|12|6.0
233.26|12|6.0
777.2|12|4.0
771|12|6.0
379.33|12|6.0
768|12|6.0
361.253|12|2.0
380.91191|12|1.2
512.5155|12|12.0
512.8077|12|12.0
232.881|12|6.0
398|12|3.0
695.604|12|12.0
472.0732|12|12.0
472.072|12|12.0
328.4|12|6.0
350.36|12|4.0
981.1502|12|12.0
981.14802|12|12.0
579.542|12|12.0
364.244|12|4.0
331.252|12|12.0
525.69|12|4.0
982.9202|12|12.0
524.89693|12|3.0
523.76|12|12.0
695.709|12|12.0
511.6|12|3.0
360.913|12|6.0
332.4|12|6.0
235.8215|12|4.0
374.68|12|3.0
689.0|12|4.0
583.32|12|12.0
609.2043|12|12.0
512.8073|12|12.0
512.8019|12|6.0
165.099|12|6.0
523.65|12|12.0
999.11|12|12.0
521.5|12|3.0
003.3|12|4.0
696.37|12|3.0
330.902|12|6.0
472.074|12|12.0
518.63|12|12.0
413.5|12|12.0
132|12|3.0
513.251|12|12.0
361.09|12|12.0
698.34|12|6.0
512.838|12|6.0
593.242|12|12.0
685.504|12|6.0
589.9|12|12.0
588.042|12|12.0
688.078|12|12.0
223.59|12|6.0
981.112902|12|12.0
236.23|12|1.71
879.9|12|12.0
410,8|12|12.0
980.34|12|12.0
230.911|12|12.0
945.0902|12|12.0
592.3913|12|3.0
374.331|12|12.0
685.0911|12|2.0
411.5|12|12.0
472.1882|12|12.0
331.232|12|4.0
519.769|12|12.0
007.9|12|12.0
519.3142|12|12.0
382.6|12|6.0
381.750926|12|6.0
322.9512|12|2.0
443.1015|12|12.0
908|12|6.0
327.23|12|12.0
336.023|12|3.0
325.70911|12|4.0
670.911|12|6.0
374.004|12|6.0
514.94|12|6.0
383.709191|12|12.0
383.70911|12|6.0
240.912|12|12.0
240.0|12|3.0
337.0924|12|6.0
309.118|12|6.0
309.11583|12|12.0
331.3713|12|1.71
13.911|12|2.4
4.5783|12|12.0
26.30942|12|12.0
986.2502|12|12.0
430.3|12|4.0
4.66|12|4.0
340.26|12|6.0
999.872|12|12.0
718.01|12|0.75
443.44|12|6.0
713.2|12|0.55
723|12|0.41
639.509|12|12.0
641.4|12|12.0
652.51|12|6.0
911.005|12|1.5
556.16|12|12.0
556.11|12|6.0
554.94|12|4.0
553.88|12|6.0
325.109|12|6.0
830.903|12|4.0
553|12|1.71
551.3|12|6.0
998.471|12|12.0
998.16|12|12.0
610.942|12|12.0
610.925|12|12.0
596.04|12|12.0
631.2099|12|12.0
911.0735|12|4.0
325.31|12|6.0
280.099|11|11.0
598.08|11|3.67
629.25|11|3.67
620.99|11|5.5
371.9|11|0.69
989.116|11|0.61
340.916|11|11.0
26.6|11|11.0
514.476|11|11.0
600.46|11|11.0
326.39027|11|11.0
326.2076|11|3.67
671.2|11|11.0
326.0|11|3.67
897.099|11|11.0
336.09|11|3.67
901.0913|11|11.0
326.74|11|11.0
909.67|11|11.0
684.0911|11|1.83
684.9|11|3.67
685.099|11|3.67
682.11|11|2.2
592.374|11|11.0
677.43099|11|11.0
481.9971|11|11.0
740.27|11|11.0
384.7|11|2.75
750.7|11|5.5
332.20913|11|11.0
388.14|11|5.5
361.66|11|2.75
409.13|11|5.5
012.9099|11|3.67
519.473|11|5.5
005.09|11|11.0
309.11863|11|11.0
309.1195|11|11.0
322.5|11|11.0
029.9|11|5.5
514.946|11|3.67
152.5|11|5.5
003.7|11|11.0
999.99|11|3.67
169.929941|11|5.5
388.324|11|11.0
153.43|11|5.5
159.4|11|5.5
512.708|11|1.0
152.7099|11|5.5
709.26|11|11.0
711.02|11|11.0
453.25|11|5.5
363.3|11|3.67
981.9202|11|11.0
181.21|11|11.0
698.29|11|5.5
981.14702|11|11.0
981.104|11|5.5
383.8|11|3.67
760.9|11|2.75
770.4|11|11.0
377.73|11|11.0
379.04|11|11.0
360.8|11|0.85
511.9|11|11.0
692.023|11|1.1
497.31|11|11.0
991.0|11|3.67
524.209|11|11.0
525.004|11|3.67
696.109|11|5.5
364.144|11|5.5
532|11|1.83
511.488|11|11.0
511.492|11|11.0
146.1|11|11.0
124.0|11|11.0
983.024|11|11.0
684.95|11|5.5
514.435|11|11.0
514.73|11|5.5
513.852|11|5.5
527.6409|11|11.0
323.31|11|1.57
982.5702|11|11.0
525.744|11|11.0
691.51099|11|11.0
525.764|11|11.0
680.91|11|2.75
516.47|11|5.5
514.94|11|11.0
515.122|11|11.0
323.698|11|5.5
510.92|11|1.83
190.1912|11|5.5
189.1***|11|11.0
375.104|11|11.0
373.3|11|3.67
809.03|11|2.75
370.924|11|11.0
529.8|11|5.5
928.03|11|11.0
923.0|11|11.0
531.077|11|11.0
539.4209|11|11.0
911.94|11|3.67
539.919|11|3.67
911.076|11|11.0
911.059099|11|11.0
371.0911|11|3.67
367.41|11|11.0
365.482|11|11.0
195.0|11|3.67
337.091|11|2.2
519.099|11|5.5
517.601|11|11.0
680.0911|11|2.75
191.16|11|5.5
913.07|11|11.0
915.03|11|11.0
519.88|11|5.5
235.83|11|3.67
927.071|11|11.0
235.34|11|11.0
377.33|11|11.0
541.6|11|5.5
542.034|11|11.0
892.82|11|11.0
814.61|11|3.67
219.45|11|5.5
499.038|11|11.0
499.7|11|11.0
391|11|1.57
391.11|11|5.5
539.11|11|3.67
912.12|11|11.0
672.35|11|11.0
365.713|11|11.0
839.82|11|0.48
833.25|11|5.5
912.042|11|2.2
337.03|11|5.5
349.420184|11|11.0
912.7|11|11.0
913.001|11|3.67
491.9911|11|3.67
392.15|11|11.0
542.3|11|2.2
543.934|11|3.67
377.0911|11|11.0
872.0|11|11.0
860.0|11|11.0
559.6|11|2.2
376.43|11|11.0
227|11|1.1
227.51|11|1.38
360.023|11|5.5
338.076|11|11.0
232.89|11|5.5
530.0911|11|5.5
556.732|11|11.0
552.97|11|11.0
553.6|11|11.0
325.28|11|2.2
554.9|11|5.5
670.915|11|11.0
671.57099|11|5.5
672.309|11|2.2
547.7|11|11.0
657.1018|11|2.75
481.33|11|5.5
228.74|11|2.75
484.7|11|5.5
34.0|11|5.5
69.09126|11|11.0
658.092|11|11.0
539.15|11|5.5
659.0911|11|5.5
809.1|11|1.57
981.18702|11|5.5
325.503|11|11.0
376.48|11|2.75
559.344|11|5.5
559.47|11|1.38
642.2|11|11.0
559.41|11|5.5
559.4091105|11|11.0
230.109|11|11.0
230.913|11|11.0
352.5|11|2.75
352.6|11|11.0
340.26|11|11.0
842.099|11|3.67
340.10911|11|5.5
338.54|11|5.5
845|11|11.0
785.0|11|5.5
653.04|11|5.5
566.8136|11|11.0
566.8456|11|11.0
574.01|11|3.67
851.099|11|2.75
337.1099|11|11.0
334.307|11|11.0
334.2409|11|11.0
398.099|11|5.5
232.4|11|5.5
632.0911|11|11.0
636.8099|11|11.0
375.164|11|11.0
710.1199|11|11.0
375.1459|11|11.0
699.6|11|11.0
569.6|11|3.67
569.873|11|11.0
325.804|11|11.0
981.165|11|11.0
981.16702|11|11.0
330.905|11|11.0
335.2|11|5.5
328.53|11|5.5
233.61|11|11.0
472.47|11|11.0
474.32099|11|11.0
609.5|11|11.0
584.68|11|11.0
369.8|11|3.67
574.49|11|5.5
368.132|11|5.5
628.11|11|11.0
573.45|11|1.83
698.31|11|5.5
586.099|11|5.5
688.16|11|11.0
911.54|11|0.92
911.69|11|1.22
324.47|11|5.5
911.78|11|2.2
409.825|11|11.0
235.75|11|3.67
470.27|11|11.0
350.72|11|2.2
331.33|11|11.0
691.1503|11|11.0
691.704|11|11.0
374.715|11|2.75
581|11|1.83
338.1073|11|11.0
594.68|11|11.0
450.3|11|3.67
310.11|11|1.1
309.1666|11|11.0
453.4|11|5.5
453.9911|11|5.5
454.0708|11|11.0
370.27|11|2.75
370.3|11|0.92
326.47|11|1.57
326.663|11|11.0
594.5331|11|11.0
589.92103|11|11.0
370.10911|11|2.2
581.52077|11|11.0
583.33|11|11.0
040|11|5.5
350.1077|11|11.0
303|11|2.75
309.1144|11|11.0
435.44|11|1.57
437.0316|11|11.0
238.26|11|3.67
648.0|11|5.5
594.67704|11|11.0
595.0911|11|3.67
326.3404|11|11.0
610.913|11|11.0
609.26|11|5.5
594.51076|11|11.0
668.898|11|11.0
661.5|11|5.5
515.109|11|3.67
029.3|11|5.5
516.41|11|3.67
516.938|11|2.75
517.546|11|11.0
517.54804|11|5.5
517.968|11|11.0
410.27|11|11.0
391.4|11|5.5
513.821|11|5.5
070.433|11|2.2
362.013|11|2.2
720.4|11|11.0
238.252|11|5.5
448.3|11|11.0
430.4|11|11.0
519.3356|10|10.0
519.337|10|10.0
010.912|10|3.33
340.9185|10|5.0
20.1|10|3.33
990.98|10|3.33
309.1146|10|5.0
309.1126|10|5.0
340.8|10|2.5
4.04|10|10.0
1.09|10|5.0
520.92|10|10.0
012.90912|10|3.33
012.91|10|3.33
521|10|10.0
998.9|10|5.0
522.5|10|10.0
983|10|10.0
983.402|10|10.0
69.04|10|10.0
322.9545|10|10.0
522.86|10|5.0
523.31|10|5.0
992.57|10|10.0
414.4|10|5.0
301.3|10|10.0
992.6|10|10.0
518.099|10|10.0
365.45|10|10.0
517.14|10|10.0
517.1609|10|10.0
513.11|10|10.0
512.29|10|5.0
691.15.|10|10.0
511.604|10|10.0
516.42|10|10.0
518.17|10|5.0
525.0091105|10|10.0
182.6913|10|5.0
183.222|10|10.0
160.25|10|10.0
342.104|10|5.0
338.3128|10|10.0
983.7102|10|10.0
380.926|10|5.0
380.934|10|10.0
679.07|10|2.0
220.10911|10|2.5
679.409|10|5.0
679.62|10|5.0
511.472|10|10.0
511.497|10|10.0
691.742|10|10.0
491.3|10|10.0
392.27|10|10.0
981.46802|10|10.0
215.84|10|2.5
204.24|10|5.0
427.21|10|10.0
338.17099|10|5.0
192.0|10|10.0
526.15|10|3.33
328.441|10|10.0
519.647|10|10.0
225.74|10|2.0
498.52|10|10.0
695.46|10|2.0
695.5099|10|10.0
695.70913|10|5.0
695.75|10|5.0
495.21|10|5.0
678.62|10|5.0
517.969|10|3.33
526.45|10|2.5
526.5|10|5.0
223.51|10|10.0
981.18402|10|5.0
523.7|10|10.0
524.8968|10|10.0
674.209|10|3.33
697.5|10|10.0
227.54|10|3.33
697.93|10|5.0
522.2091|10|10.0
219.1199|10|5.0
527.4703|10|10.0
527.59|10|3.33
225.2|10|3.33
309.127|10|5.0
413.3|10|10.0
930.5|10|10.0
391.20911|10|10.0
327.94077|10|10.0
331.03|10|10.0
328.14|10|3.33
527.43|10|5.0
525.90912|10|2.5
380.4|10|2.5
530.961|10|2.5
921.01|10|10.0
531.0911|10|1.43
430.77|10|5.0
963|10|5.0
227.5|10|5.0
346.09|10|3.33
211|10|5.0
499.74604|10|5.0
670.9255|10|10.0
480.99|10|10.0
475.3|10|2.5
472.526323|10|10.0
331.30913|10|10.0
393.1|10|10.0
394.509|10|10.0
701.3|10|3.33
670.927|10|10.0
323.58|10|5.0
929.946|10|10.0
930.3|10|5.0
431.18|10|10.0
934|10|5.0
384.5|10|10.0
379.077|10|5.0
539.151|10|10.0
666.2|10|10.0
454.93|10|5.0
481.93|10|10.0
366.247|10|2.0
366.4076|10|10.0
327.85077|10|10.0
668.89401|10|10.0
321.12|10|2.5
912.009|10|10.0
912.026|10|10.0
912.031|10|5.0
911.87|10|5.0
309.149|10|5.0
235.37|10|10.0
928.7|10|10.0
234.174|10|5.0
911.065|10|3.33
024.318|10|10.0
413.4|10|10.0
443.6|10|10.0
440.902|10|5.0
718.75|10|2.5
362.09|10|10.0
539.904|10|2.5
535.6|10|10.0
540.06|10|10.0
309.163|10|5.0
540.22|10|3.33
540.3|10|2.0
324.56|10|5.0
892.109|10|5.0
857.0|10|10.0
321.509|10|10.0
366.423|10|3.33
540.09205|10|10.0
731.2|10|10.0
734.03|10|3.33
477.954|10|5.0
397.456|10|10.0
331.581|10|10.0
653.01|10|10.0
321.329023|10|10.0
510.9911|10|10.0
549.381|10|3.33
026.0928|10|10.0
376.6471|10|1.67
924.4|10|10.0
925.02|10|10.0
550.78|10|10.0
550.9|10|10.0
552.1|10|5.0
552.89|10|3.33
568.51|10|10.0
565.11|10|5.0
566.015|10|10.0
511.138|10|10.0
641.4|10|3.33
391.2|10|10.0
741.076|10|10.0
381.750913|10|10.0
361.02|10|2.5
190.10911|10|3.33
643.1|10|5.0
831.6099|10|10.0
824.409|10|5.0
238.272|10|5.0
830.81|10|5.0
515.15|10|10.0
360.925|10|2.5
331.9076|10|3.33
377.02|10|10.0
376.5471|10|10.0
629.9|10|10.0
569.7|10|10.0
630.77|10|10.0
389.0925|10|10.0
367.523|10|10.0
812.7|10|5.0
309.116|10|5.0
309.12|10|10.0
558.3435|10|10.0
514.31|10|10.0
558.95099|10|5.0
559.3141|10|10.0
584.9|10|10.0
369.25|10|2.5
801.1|10|5.0
398.04|10|10.0
375.222|10|5.0
574.01|10|5.0
182.69|10|1.43
514.26|10|5.0
802.28|10|10.0
912.349|10|5.0
320.98|10|10.0
320.902|10|10.0
325.556|10|10.0
589.7102|10|5.0
609.4|10|10.0
374.68|10|10.0
374.41|10|10.0
809.99|10|10.0
810.2|10|5.0
388.612|10|10.0
321.5537|10|10.0
565.11|10|5.0
784.4|10|10.0
513.99465|10|5.0
513.99477|10|5.0
911.87|10|1.25
337.01|10|10.0
375.467|10|2.0
594.3466|10|5.0
594.35|10|10.0
594.24|10|3.33
594.29|10|10.0
368.123|10|5.0
367.204|10|10.0
367.4204|10|10.0
472.522|10|10.0
366.24|10|10.0
592.35|10|10.0
739.8|10|10.0
720.4|10|10.0
720.76|10|5.0
450.97|10|5.0
324.0912|10|10.0
720.91|10|5.0
568.059|10|10.0
568.15|10|10.0
601.09|10|10.0
472.374|10|10.0
364.15|10|10.0
598.7|10|5.0
388.31|10|10.0
326.457|10|5.0
594.511|10|10.0
350.13|10|10.0
325.85|10|10.0
709.8|10|10.0
701.91|10|10.0
375.1419|10|5.0
700.0|10|1.67
163.4|10|10.0
512.426|10|10.0
512.45|10|10.0
361.86|10|10.0
360.071|10|10.0
816.09|10|3.33
573.4|10|3.33
698.2107|10|3.33
696.12|10|10.0
453.09|10|10.0
326.204|10|10.0
695.04|10|10.0
574.75309|10|10.0
513.8545|10|5.0
574.94|10|2.0
349.11029|10|5.0
827.83|10|10.0
341.2|10|3.33
612.2|10|1.67
164.2|10|10.0
164.3099|10|10.0
162.4|10|3.33
576.3|10|10.0
577.6|10|3.33
578.7236|10|10.0
578.794|10|10.0
123.3|10|10.0
115.4|10|10.0
581.93|10|1.11
327.9812|10|3.33
409.8623|10|10.0
326.20912|10|3.33
638.0911|10|10.0
594.82077|10|10.0
841.02|10|5.0
160.57|10|3.33
512.52|10|5.0
662.8|10|10.0
668.22|10|3.33
653.27|10|5.0
338.2|10|2.5
843.5099|10|10.0
351.1|10|1.25
454.0027|10|10.0
896.2|10|5.0
689.9|10|10.0
588.099|10|5.0
860.5|10|10.0
332.20911|10|10.0
593.209|10|10.0
513.112|10|10.0
594.17|10|5.0
326.186|10|2.0
590.913|10|10.0
681.8|10|3.33
320.02|10|10.0
331.09|10|5.0
330.9|10|5.0
682.0913|10|10.0
680.9|10|2.0
151.56|10|2.0
4.221|10|10.0
005.71|10|5.0
519.768|10|10.0
381.55|10|10.0
419.2|10|10.0
24.1|10|10.0
365.14|10|3.33
514.255|10|3.33
514.477|10|10.0
514.7|10|5.0
513.531|10|10.0
688.0928|10|3.33
519.3813|9|4.5
340.9147|9|2.25
513.533|9|9.0
513.8523|9|9.0
329.9011|9|1.8
687.104|9|9.0
513.99461|9|9.0
513.938|9|9.0
685.11|9|0.82
495.56|9|9.0
495.204|9|3.0
24.0|9|9.0
982.863|9|9.0
992.8|9|9.0
992.9|9|9.0
523.68|9|9.0
517.44|9|9.0
391.92|9|4.5
517.304|9|9.0
512.87|9|4.5
329.914|9|4.5
689.099|9|2.25
491.525|9|9.0
689.9|9|2.25
518.2|9|2.25
990.3|9|9.0
423.7|9|4.5
341.6|9|9.0
335|9|2.25
896|9|3.0
328.52|9|9.0
689.3|9|4.5
137.3|9|4.5
587.16|9|4.5
679.35|9|1.8
678.52|9|9.0
869.9|9|9.0
592.77|9|3.0
673.61|9|2.25
152.24|9|4.5
151.7081|9|4.5
513.203|9|3.0
671.5|9|9.0
594.356|9|9.0
594.51989|9|9.0
594.52077|9|9.0
512.835|9|9.0
512.84|9|9.0
656.5|9|9.0
653.04|9|9.0
848.6|9|9.0
460.125|9|9.0
235.34|9|9.0
351.17|9|9.0
902.50943|9|9.0
902.5099|9|4.5
892.803|9|9.0
454.02|9|2.25
454.06|9|9.0
409.21|9|9.0
581.83|9|2.25
327.9811|9|9.0
327.586|9|9.0
453.22|9|4.5
453.49|9|3.0
327.20924|9|9.0
653.1|9|4.5
388.213|9|4.5
321.5709|9|1.5
631.04|9|9.0
341.001|9|9.0
234.6|9|9.0
340.9145|9|9.0
326.340913|9|9.0
160.324|9|9.0
512.801|9|9.0
574.092|9|4.5
327.09|9|9.0
326.31|9|3.0
513.852204|9|9.0
513.852604|9|9.0
692.57|9|2.25
595.45|9|9.0
628.0|9|4.5
350.52|9|9.0
821.4082|9|9.0
821.509|9|9.0
350.04|9|3.0
831.109|9|3.0
344.942|9|3.0
596.71|9|9.0
12345|9|9.0
375.33|9|4.5
710.93|9|4.5
704.0|9|9.0
709.5|9|9.0
573.204|9|4.5
512.469|9|4.5
512.493|9|4.5
326.3356|9|4.5
472.1|9|3.0
360.13|9|1.29
820.906|9|1.8
388.3178|9|9.0
388.318|9|9.0
165.34|9|4.5
326.37034|9|9.0
696.7|9|3.0
325.09|9|9.0
718.09|9|9.0
600.48325|9|9.0
811.409|9|0.5
365.69|9|9.0
233.503|9|9.0
233.39|9|4.5
365.33|9|9.0
600.48|9|4.5
600.4818|9|9.0
600.4867|9|9.0
513.89804|9|4.5
713.1|9|0.69
325.779|9|9.0
236.905|9|4.5
375.22|9|4.5
446.6209|9|9.0
237.7|9|2.25
321.5413|9|9.0
375.4679|9|4.5
169.9|9|9.0
594.09|9|9.0
594.34|9|9.0
811.101|9|9.0
367.0911|9|9.0
606.9269|9|9.0
375.472|9|9.0
745.2|9|9.0
566.8119|9|9.0
336.25|9|0.9
911.49|9|4.5
324.811|9|9.0
309.162|9|9.0
375.498|9|4.5
565.1|9|9.0
370.18109|9|4.5
592.033|9|4.5
609.2406|9|9.0
609.906|9|9.0
375.34|9|9.0
809.02|9|9.0
370.7|9|9.0
511.465|9|9.0
069.0914|9|9.0
566.13|9|9.0
757.0|9|9.0
324.0911|9|3.0
336.443|9|3.0
578.0|9|2.25
612.3099|9|9.0
792.9|9|4.5
375.46|9|4.5
802.027|9|9.0
233.0772|9|9.0
397.6|9|2.25
375.15|9|9.0
182.69194|9|9.0
376.5261|9|9.0
559.344752|9|9.0
559.475|9|9.0
043|9|9.0
320.924|9|9.0
238.258|9|4.5
913.42|9|4.5
511.422|9|9.0
618.8|9|9.0
369.15|9|4.5
326.7604|9|4.5
381.309|9|4.5
376.64911|9|9.0
568.2|9|3.0
556.704|9|9.0
442.63|9|9.0
309.1236|9|9.0
309.1491|9|9.0
558.333|9|9.0
558.3453|9|4.5
558.935|9|9.0
322.24|9|9.0
811.2509|9|1.12
188.404|9|9.0
477.2|9|4.5
641.5|9|4.5
367.4304|9|4.5
511.106|9|9.0
830.905|9|4.5
831.109|9|4.5
554.077|9|9.0
920.04|9|4.5
240.3|9|4.5
440.903|9|9.0
349.194|9|9.0
291.1|9|1.8
301.091|9|9.0
822.4|9|4.5
822.6|9|4.5
397.09|9|3.0
559.71|9|9.0
559.7142|9|9.0
409.2|9|9.0
401.7|9|9.0
331.545|9|1.29
559.1258|9|9.0
367.4023|9|9.0
191.3|9|3.0
325.1027|9|9.0
377.0099|9|9.0
238.3|9|4.5
238.509|9|4.5
924.04|9|3.0
924.08|9|4.5
839.0|9|9.0
236.01|9|9.0
540.942|9|9.0
516.45|9|4.5
873.09|9|4.5
191.7|9|9.0
549.840911|9|9.0
544.52|9|9.0
656.0911|9|9.0
195.955|9|9.0
657.10911|9|3.0
540.0924|9|9.0
540.0926|9|9.0
724.7|9|4.5
361.752|9|2.25
361.762|9|2.25
396.09|9|9.0
911.063099|9|9.0
516.938915|9|9.0
361.865|9|1.29
714.503|9|3.0
440.99|9|2.25
435.43|9|9.0
435.612|9|9.0
429.23|9|9.0
539.979|9|9.0
539.9804|9|9.0
660.3|9|9.0
911.075|9|3.0
911.009|9|2.25
925.041|9|9.0
235.824|9|3.0
235.88|9|3.0
536.655|9|3.0
912.34|9|4.5
539.13|9|9.0
349.110258|9|9.0
535.9|9|4.5
710.93|9|1.5
453.91|9|4.5
331.3713011|9|3.0
533.0|9|1.8
534.0|9|3.0
502.3|9|2.25
327.85607|9|9.0
539.70925|9|9.0
928.8|9|9.0
324.24|9|9.0
911.97|9|4.5
531.076|9|4.5
233.25|9|9.0
233.29|9|9.0
230.1|9|4.5
413.8077|9|9.0
980.29099|9|2.25
981.11|9|4.5
670.905|9|9.0
475.165|9|4.5
